Quote_ID,Agency,Issued,Quote_Platform,Eff_Date,Liab_Only,ST,Zipcode,Terr,Min_Veh_Yr,Max_Veh_Yr,MultiProduct_Discount,Life_Discount,MultiCar,Acc_Viol_Score,Ins_Score,BI_Limit,Driver1_Age,Driver2_Age
2459003517,Gamma,N,PLRATING,202001,N,IN,46203,1,1998,2014,Auto Home,N,Y,0,575-599,250/500,50-54,50-54
2459009518,Gamma,N,PLRATING,202001,N,IN,46060,30,2011,2012,Auto Home,N,Y,0,725-749,250/500,30-34,35-39
2459102335,Gamma,N,PLRATING,202001,Y,IN,47362,55,1999,2000,None,N,Y,0,950-974,250/500,70-74,70-74
2459202425,Gamma,N,PLRATING,202001,N,IN,47362,55,2007,2007,Auto Home,N,N,0,700-724,250/500,50-54,50-54
2459202445,Gamma,N,PLRATING,202001,N,IN,47362,55,2010,2017,Auto Home,N,Y,0,No History,250/500,30-34,35-39
2459203190,Epsilon,Y,eQuote,202001,Y,IN,47331,43,2000,2006,Auto Home,N,Y,0,850-874,500 CSL,60-64,65-69
2459208401,Gamma,N,PLRATING,202001,N,IN,47385,55,1999,2014,Auto Home,N,Y,0,825-849,250/500,<20,50-54
2459208884,Epsilon,N,eQuote,202001,N,IN,46227,95,2012,2012,None,N,N,1,450-474,100/300,70-74,70-74
2459209839,Gamma,N,PLRATING,202001,N,IN,47362,55,2005,2014,None,N,Y,0,725-749,250/500,55-59,65-69
2459307044,Iota,N,eQuote,202001,N,IN,46237,95,2004,2004,Auto Home,N,N,0,825-849,500 CSL,65-69,65-69
2459401703,Epsilon,N,PLRATING,202001,N,IN,46034,51,2004,2015,Auto Home,N,Y,0,650-674,100/300,20-24,55-59
2459405449,Gamma,N,PLRATING,202001,N,IN,47885,8,2001,2009,Auto Home,N,Y,0,600-624,250/500,35-39,35-39
2459406181,Epsilon,N,PLRATING,202001,N,IN,46060,30,2008,2008,None,N,N,0,750-774,100/300,30-34,30-34
2459407304,Gamma,N,PLRATING,202001,N,IN,47354,55,1997,2015,Auto Home,N,Y,0,725-749,250/500,65-69,70-74
2459409098,Gamma,N,PLRATING,202001,Y,IN,47362,55,1998,1998,None,N,N,0,650-674,250/500,60-64,60-64
2459500089,Epsilon,Y,PLRATING,202001,N,IN,46208,1,2017,2017,Auto Home,N,N,0,750-774,250/500,60-64,60-64
2459507441,Gamma,N,PLRATING,202001,N,IN,47386,41,2001,2002,None,N,Y,0,No History,250/500,20-24,50-54
2459507871,Gamma,N,PLRATING,202001,Y,IN,46203,1,2000,2004,None,N,Y,0,575-599,100/300,60-64,60-64
2459507998,Epsilon,N,eQuote,202001,N,IN,46142,30,1997,2006,None,N,Y,0,No History,100/300,55-59,60-64
2459600090,Delta,N,eQuote,202001,N,IN,46260,95,2014,2014,None,N,N,0,650-674,50/100,30-34,30-34
2459601463,Delta,N,eQuote,202001,N,IN,46158,75,2012,2012,Auto Home,N,N,2,850-874,100/300,65-69,65-69
2459601837,Iota,N,eQuote,202001,N,IN,46256,95,2005,2016,Auto Home,N,Y,0,725-749,500 CSL,55-59,70-74
2459601956,Epsilon,N,eQuote,202001,N,IN,46131,30,1998,2005,Auto Home,N,Y,0,625-649,250/500,45-49,45-49
2459601979,Epsilon,N,PLRATING,202001,N,IN,46107,1,2000,2007,Auto Home,N,Y,0,800-824,100/300,35-39,35-39
2459604417,Epsilon,N,PLRATING,202001,N,IN,46260,95,2007,2008,Auto Home,N,Y,0,875-899,250/500,25-29,70-74
2459604499,Epsilon,N,PLRATING,202001,N,IN,46234,30,2016,2019,None,N,Y,0,600-624,100/300,45-49,45-49
2459607184,Iota,N,eQuote,202001,N,IN,46226,95,2015,2015,Auto Home,N,N,0,575-599,250/500,30-34,30-34
2459608668,Epsilon,N,eQuote,202001,N,IN,46214,95,2006,2013,Auto Home,N,Y,0,775-799,100/300,35-39,55-59
2459701121,Iota,N,eQuote,202001,N,IN,46201,1,2017,2017,Auto Home,N,N,0,525-549,100/300,25-29,25-29
2459702527,Iota,N,eQuote,202001,N,IN,46143,30,2015,2015,Auto Home,N,Y,0,675-699,500 CSL,20-24,20-24
2459707382,Delta,N,eQuote,202001,N,IN,46237,95,2003,2009,None,N,Y,0,625-649,50/100,55-59,55-59
2459707827,Iota,N,eQuote,202001,N,IN,46237,95,1998,2010,Auto Home,N,Y,0,825-849,250/500,80-84,80-84
2459801142,Epsilon,N,eQuote,202001,N,IN,46106,30,2013,2013,Auto Home,N,N,0,775-799,250/500,80-84,80-84
2459808792,Epsilon,Y,PLRATING,202001,N,IN,46074,51,2012,2012,Auto Home,N,N,0,700-724,100/300,35-39,35-39
2459809040,Epsilon,N,PLRATING,202001,N,IN,46214,1,2006,2016,Auto Home,N,Y,0,650-674,100/300,20-24,50-54
2459900805,Epsilon,N,PLRATING,202001,N,IN,46167,54,2013,2013,Auto Home,N,N,0,625-649,100/300,25-29,25-29
2459900849,Iota,N,eQuote,202001,N,IN,46131,30,2007,2010,None,N,Y,0,650-674,500 CSL,50-54,50-54
2459904475,Epsilon,N,PLRATING,202001,N,IN,46260,95,2005,2005,None,N,N,0,550-574,100/300,35-39,35-39
2460000478,Epsilon,N,PLRATING,202001,N,IN,46074,51,2012,2012,None,N,N,0,700-724,100/300,25-29,25-29
2460000556,Epsilon,N,PLRATING,202001,N,IN,46143,62,2009,2009,None,N,N,0,950-974,250/500,55-59,55-59
2460002712,Epsilon,N,PLRATING,202001,N,IN,46214,1,2006,2016,Auto Home,N,Y,0,650-674,100/300,20-24,50-54
2460002743,Epsilon,N,PLRATING,202001,N,IN,46214,1,2008,2018,Auto Home,N,Y,0,650-674,100/300,20-24,50-54
2460002748,Epsilon,N,PLRATING,202001,N,IN,46214,1,2007,2017,Auto Home,N,Y,0,650-674,100/300,20-24,50-54
3058701981,Gamma,N,eQuote,202001,N,IN,47711,5,2015,2018,None,N,Y,0,775-799,250/500,65-69,70-74
3059103609,Theta,N,PLRATING,202001,N,IN,47710,5,2007,2010,Auto Home,N,Y,0,700-724,100/300,<20,40-44
3059105179,Theta,N,PLRATING,202001,N,IN,47630,107,2006,2017,Auto Home,N,Y,0,500-524,100/300,30-34,35-39
3059105198,Theta,N,PLRATING,202001,N,IN,47714,5,2005,2016,Auto Home,N,Y,0,500-524,100/300,30-34,35-39
3059201233,Zeta,N,eQuote,202001,N,IN,46052,30,2000,2000,Homeowner,N,N,0,825-849,100/300,25-29,25-29
3059207502,Zeta,N,eQuote,202001,N,IN,47111,21,2010,2014,Auto Home,N,Y,0,750-774,100/300,30-34,35-39
3059300120,Gamma,N,eQuote,202001,Y,IN,47586,86,2006,2006,None,Y,N,0,600-624,250/500,75-79,75-79
3059303927,Gamma,N,eQuote,202001,Y,IN,47532,96,1996,2010,None,N,Y,0,700-724,300 CSL,20-24,70-74
3059402760,Gamma,N,eQuote,202001,N,IN,47586,86,2008,2008,Auto Home,N,N,1,825-849,100/300,60-64,60-64
3059403595,Gamma,N,eQuote,202001,N,IN,47586,86,2014,2014,Auto Home,N,N,0,750-774,500 CSL,65-69,65-69
3059408166,Zeta,N,eQuote,202001,N,IN,47172,21,2013,2013,Auto Home,N,N,0,575-599,100/300,60-64,60-64
3059408478,Zeta,N,PLRATING,202001,N,IN,47172,21,2009,2009,None,N,N,0,625-649,100/300,55-59,55-59
3059408550,Theta,N,PLRATING,202001,N,IN,47714,5,2000,2014,Auto Home,N,Y,0,850-874,100/300,60-64,65-69
3059501576,Gamma,Y,eQuote,202001,N,IN,47586,86,2012,2012,Auto Home,N,N,0,825-849,500 CSL,65-69,65-69
3059501615,Zeta,Y,eQuote,202001,N,IN,47172,21,2014,2014,Auto Home,Y,N,0,750-774,100/300,60-64,60-64
3059506883,Gamma,N,eQuote,202001,N,IN,47586,86,2011,2011,None,N,N,0,575-599,500 CSL,20-24,50-54
3059600220,Theta,N,PLRATING,202001,N,IN,47601,107,2007,2007,Auto Home,N,N,0,700-724,100/300,55-59,55-59
3059600829,Zeta,Y,PLRATING,202001,N,IN,46217,95,2011,2011,Auto Home,N,N,0,875-899,250/500,50-54,50-54
3059604407,Theta,N,PLRATING,202001,Y,IN,47711,5,1998,1998,None,N,N,0,575-599,50/100,20-24,20-24
3059604642,Theta,N,PLRATING,202001,N,IN,47631,88,1999,2012,Auto Home,N,Y,0,825-849,100/300,25-29,50-54
3059605099,Theta,N,PLRATING,202001,Y,IN,47713,5,1996,1996,None,N,N,0,No History,100/300,60-64,60-64
3059606119,Theta,N,PLRATING,202001,N,IN,47610,107,1998,2011,Auto Home,N,Y,0,850-874,100/300,<20,60-64
3059606525,Theta,Y,PLRATING,202001,N,IN,47720,5,2015,2015,Auto Home,N,N,0,875-899,100/300,60-64,60-64
3059607089,Gamma,N,eQuote,202001,N,IN,47520,86,2005,2005,Auto Home,N,N,0,725-749,100/300,55-59,55-59
3059607947,Theta,N,PLRATING,202001,N,IN,47710,5,2011,2011,Auto Home,N,N,0,550-574,50/100,20-24,65-69
3059607968,Theta,N,PLRATING,202001,N,IN,47710,5,2010,2010,None,N,N,0,675-699,100/300,20-24,20-24
3059609833,Theta,N,PLRATING,202001,N,IN,47630,107,2006,2016,Auto Home,N,Y,0,750-774,250/500,55-59,60-64
3059700622,Theta,N,PLRATING,202001,N,IN,47630,107,2005,2012,Auto Home,N,Y,0,825-849,250/500,60-64,60-64
3059701242,Theta,N,PLRATING,202001,N,IN,46237,95,2012,2012,Auto Home,N,N,0,650-674,100/300,25-29,25-29
3059702657,Theta,Y,PLRATING,202001,N,IN,47665,48,2015,2015,Auto Home,N,Y,0,675-699,250/500,45-49,55-59
3059702824,Theta,N,PLRATING,202001,N,IN,47620,88,2002,2013,Auto Home,N,Y,0,800-824,100/300,<20,45-49
3059704478,Theta,N,PLRATING,202001,Y,IN,47710,5,1997,1997,None,N,N,0,525-549,50/100,50-54,55-59
3059704497,Theta,N,PLRATING,202001,N,IN,47620,88,1999,2015,Auto Home,N,Y,0,600-624,250/500,<20,40-44
3059707111,Theta,Y,PLRATING,202001,N,IN,47725,5,2010,2016,Auto Home,N,Y,0,725-749,100/300,35-39,40-44
3059707113,Theta,Y,PLRATING,202001,N,IN,47725,5,2011,2017,Auto Home,N,Y,0,725-749,100/300,35-39,40-44
3059708529,Theta,N,PLRATING,202001,N,IN,47714,5,2004,2014,Auto Home,N,Y,0,500-524,100/300,25-29,70-74
3059807319,Zeta,N,PLRATING,202001,N,IN,47150,6,2007,2010,Auto Home,N,Y,0,875-899,100/300,35-39,65-69
3059902907,Theta,N,PLRATING,202001,N,IN,47720,5,2008,2009,Auto Home,N,Y,0,675-699,500/500,25-29,60-64
3059904084,Zeta,N,PLRATING,202001,N,IN,47172,21,2011,2016,Auto Home,N,Y,0,925-949,100/300,70-74,70-74
3059904598,Theta,N,PLRATING,202001,N,IN,47631,88,2010,2010,None,N,N,0,550-574,50/100,60-64,60-64
3059905297,Theta,N,PLRATING,202001,N,IN,47711,5,2012,2012,Auto Home,N,N,0,675-699,100/300,20-24,20-24
3059905494,Zeta,N,PLRATING,202001,N,IN,47172,21,1998,2015,Auto Home,N,Y,0,675-699,500/500,<20,50-54
3059907061,Theta,N,PLRATING,202001,Y,IN,47712,5,2002,2002,Auto Home,N,N,0,525-549,50/100,45-49,45-49
3059907502,Iota,N,eQuote,202001,N,IN,47720,5,2009,2009,None,N,N,0,No Score,50/100,20-24,20-24
4559006846,Alpha,N,eQuote,202001,N,IN,47172,6,2004,2004,Auto Home,N,N,0,850-874,250/500,40-44,40-44
4559305089,Gamma,Y,eQuote,202001,N,IN,47136,53,2012,2015,Auto Home,N,Y,0,700-724,250/500,40-44,40-44
4559305983,Alpha,N,PLRATING,202001,N,IN,47112,53,2012,2012,None,N,N,0,650-674,50/100,70-74,70-74
4559308739,Gamma,N,eQuote,202001,N,IN,47122,44,2004,2013,Auto Home,N,Y,0,650-674,100/300,<20,55-59
4559403600,Alpha,N,eQuote,202001,N,IN,47725,5,1999,2011,Auto Home,N,Y,0,850-874,250/500,<20,50-54
4559500287,Alpha,N,PLRATING,202001,N,IN,46227,95,2013,2013,None,N,N,0,575-599,100/300,25-29,25-29
4559707243,Gamma,N,eQuote,202001,N,IN,47136,44,2014,2017,Homeowner,N,Y,0,700-724,250/500,40-44,40-44
4559802784,Alpha,Y,eQuote,202001,N,IN,47119,44,2012,2012,Auto Home,N,N,0,875-899,100/300,45-49,50-54
5158800753,Alpha,Y,eQuote,202001,N,IN,46341,16,2009,2009,Auto Home,N,N,0,600-624,100/300,55-59,55-59
5159000748,Eta,N,eQuote,202001,N,IN,46368,16,1996,2010,Auto Home,N,Y,0,750-774,100/300,20-24,55-59
5159003008,Epsilon,N,PLRATING,202001,N,IN,46163,52,2003,2012,Auto Home,N,Y,0,725-749,500/500,65-69,65-69
5159101378,Epsilon,N,PLRATING,202001,N,IN,46750,57,2001,2001,None,N,N,0,No History,50/100,85-90,85-90
5159109078,Epsilon,N,eQuote,202001,N,IN,46118,30,2001,2018,Auto Home,N,Y,0,800-824,250/500,20-24,50-54
5159203806,Epsilon,N,PLRATING,202001,N,IN,46220,1,2011,2011,Auto Home,N,N,0,550-574,250/500,25-29,25-29
5159206274,Epsilon,N,eQuote,202001,N,IN,46241,1,2012,2013,None,N,Y,0,575-599,100/300,55-59,60-64
8159704070,Iota,N,eQuote,202001,N,IN,46203,1,2011,2014,Homeowner,N,Y,0,725-749,300 CSL,35-39,35-39
959801671,Zeta,Y,eQuote,202002,N,IN,46038,51,2011,2011,Auto Home,N,N,0,775-799,250/500,50-54,50-54
959804726,Alpha,Y,PLRATING,202002,N,IN,47025,38,2013,2013,Auto Home,N,N,0,750-774,500 CSL,65-69,65-69
960002384,Alpha,N,PLRATING,202002,N,IN,46240,95,2013,2016,Auto Home,N,Y,2,750-774,250/500,<20,55-59
960007874,Alpha,Y,PLRATING,202002,N,IN,47022,38,2011,2013,Auto Home,N,Y,0,850-874,300 CSL,40-44,45-49
960100440,Kappa,N,eQuote,202002,N,IN,46516,29,2015,2015,None,N,N,0,800-824,100/300,65-69,65-69
960103304,Epsilon,N,eQuote,202002,N,IN,47025,38,2013,2015,None,N,Y,0,575-599,100/300,<20,40-44
960108321,Epsilon,N,eQuote,202002,N,IN,47025,38,2003,2013,Auto Home,N,Y,0,800-824,100/300,35-39,40-44
960202378,Alpha,N,PLRATING,202002,N,IN,46220,1,2015,2015,Auto Home,N,N,0,750-774,300 CSL,25-29,25-29
960403066,Alpha,N,PLRATING,202002,N,IN,47001,38,2001,2005,Auto Home,N,Y,0,750-774,100/300,40-44,40-44
960503958,Alpha,N,PLRATING,202002,N,IN,47018,38,2013,2015,None,N,Y,0,675-699,100/300,65-69,65-69
960602716,Alpha,N,eQuote,202002,N,IN,47001,38,2010,2016,None,N,Y,0,700-724,100/300,50-54,55-59
1259003269,Alpha,N,eQuote,202002,N,IN,46723,94,2013,2013,Auto Home,N,N,0,650-674,250/500,75-79,75-79
1260105231,Alpha,N,PLRATING,202002,N,IN,46773,3,2015,2015,Auto Home,N,N,0,525-549,100/300,60-64,60-64
1260109612,Alpha,Y,eQuote,202002,N,IN,46809,3,2014,2014,None,N,Y,0,800-824,50/100,20-24,25-29
1260600502,Alpha,N,eQuote,202002,N,IN,46835,3,2013,2013,None,N,N,0,725-749,50/100,20-24,20-24
1560406256,Alpha,N,eQuote,202002,N,IN,46845,3,1996,2010,Auto Home,N,Y,0,800-824,250/500,35-39,45-49
2159009447,Epsilon,N,eQuote,202002,N,IN,46953,9,2004,2016,Auto Home,N,Y,2,775-799,50/100,70-74,70-74
2159105718,Alpha,N,eQuote,202002,N,IN,46835,3,1999,2012,Auto Home,N,Y,0,850-874,100/300,<20,50-54
2159503538,Alpha,N,eQuote,202002,N,IN,46835,3,1999,2002,None,N,Y,1,750-774,100/300,20-24,20-24
2159602666,Alpha,Y,eQuote,202002,N,IN,46385,16,2000,2015,None,N,Y,2,850-874,100/300,30-34,35-39
2159603795,Epsilon,N,PLRATING,202002,N,IN,46902,34,2017,2017,Auto Home,N,N,0,675-699,100/300,20-24,20-24
2159603909,Theta,N,eQuote,202002,N,IN,46788,3,2003,2009,Auto Home,N,Y,2,800-824,250/500,<20,40-44
2159604122,Theta,N,eQuote,202002,N,IN,46730,40,2004,2013,Auto Home,N,Y,0,675-699,100/300,50-54,55-59
2159604179,Theta,N,eQuote,202002,N,IN,46845,3,2002,2002,Auto Home,N,N,0,850-874,250/500,20-24,55-59
2159606143,Delta,N,PLRATING,202002,N,IN,46747,101,2012,2012,Auto Home,N,N,0,675-699,100/300,<20,<20
2159607015,Epsilon,Y,PLRATING,202002,N,IN,46902,34,2015,2016,Auto Home,N,Y,0,875-899,100/300,50-54,50-54
2159608691,Alpha,Y,eQuote,202002,N,IN,46385,16,2011,2011,None,N,N,2,725-749,100/300,50-54,50-54
2159608713,Epsilon,N,PLRATING,202002,N,IN,46901,34,2017,2017,None,N,N,0,725-749,100/300,20-24,20-24
2159608920,Theta,N,PLRATING,202002,N,IN,46239,95,2004,2010,Auto Home,N,Y,0,800-824,250/500,40-44,40-44
2159609015,Epsilon,N,PLRATING,202002,N,IN,46062,30,2008,2008,Auto Home,N,N,0,625-649,100/300,25-29,25-29
2159609334,Eta,N,PLRATING,202002,N,IN,46702,57,2005,2012,None,N,Y,0,700-724,300 CSL,20-24,55-59
2159700569,Beta,N,eQuote,202002,N,IN,46254,1,1999,2014,Auto Home,N,Y,0,800-824,100/300,80-84,80-84
2159702018,Epsilon,N,PLRATING,202002,N,IN,46702,57,2009,2013,None,N,Y,0,600-624,100/300,55-59,55-59
2159702403,Delta,N,PLRATING,202002,Y,IN,46526,29,1998,2006,Auto Home,N,Y,0,775-799,100 CSL,20-24,55-59
2159703775,Beta,N,PLRATING,202002,N,IN,47421,68,2014,2016,None,N,Y,0,850-874,"500/1,000",70-74,85-90
2159704233,Theta,N,eQuote,202002,N,IN,46835,3,2009,2013,Auto Home,N,Y,0,525-549,100/300,20-24,40-44
2159708320,Gamma,N,PLRATING,202002,N,IN,46755,84,2001,2018,Auto Home,N,Y,0,825-849,250/500,25-29,60-64
2159709073,Alpha,N,eQuote,202002,N,IN,46755,84,1999,2008,Auto Home,N,Y,0,625-649,100/300,45-49,50-54
2159709673,Alpha,N,eQuote,202002,N,IN,46835,3,1999,2015,Auto Home,N,Y,0,700-724,100/300,<20,50-54
2159800049,Epsilon,N,PLRATING,202002,N,IN,47403,50,2005,2014,Auto Home,N,Y,0,825-849,100/300,<20,40-44
2159800146,Beta,N,PLRATING,202002,N,IN,46725,94,2002,2003,Auto Home,N,Y,0,850-874,100/300,20-24,45-49
2159800309,Alpha,N,eQuote,202002,N,IN,46383,16,2017,2017,Auto Home,N,N,2,800-824,100/300,55-59,55-59
2159801851,Alpha,N,eQuote,202002,N,IN,46835,3,2016,2016,Auto Home,N,N,0,800-824,300 CSL,85-90,85-90
2159802679,Beta,N,PLRATING,202002,N,IN,46723,94,1997,2005,Auto Home,N,Y,0,900-924,50/100,80-84,80-84
2159802934,Gamma,N,PLRATING,202002,N,IN,46723,94,2012,2014,None,N,Y,0,625-649,100/300,60-64,60-64
2159803040,Delta,N,PLRATING,202002,N,IN,46804,3,2004,2006,None,N,Y,0,775-799,100/300,55-59,60-64
2159804231,Epsilon,N,PLRATING,202002,N,IN,46807,3,2015,2015,Auto Home,N,N,0,725-749,100/300,20-24,20-24
2159804336,Theta,Y,eQuote,202002,N,IN,46765,3,2009,2010,Auto Home,N,Y,1,750-774,100/300,<20,50-54
2159804800,Theta,Y,eQuote,202002,N,IN,46845,3,2006,2006,Auto Home,N,N,0,775-799,100/300,60-64,65-69
2159805159,Epsilon,N,PLRATING,202002,N,IN,46221,1,2001,2001,Auto Home,N,N,0,No History,50/100,75-79,75-79
2159805645,Theta,N,PLRATING,202002,N,IN,46075,13,1999,2007,Auto Home,N,Y,0,575-599,100/300,20-24,50-54
2159805667,Alpha,N,eQuote,202002,N,IN,46307,66,2018,2018,Auto Home,N,N,0,875-899,500/500,80-84,80-84
2159807014,Theta,N,eQuote,202002,N,IN,46741,3,2009,2009,Auto Home,N,N,0,850-874,100/300,25-29,60-64
2159807762,Delta,N,PLRATING,202002,N,IN,46767,84,2004,2004,None,N,N,0,775-799,100/300,60-64,60-64
2159808694,Epsilon,N,PLRATING,202002,N,IN,46033,51,2016,2016,Auto Home,N,N,0,775-799,500/500,75-79,75-79
2159808880,Gamma,N,PLRATING,202002,N,IN,47383,41,1998,2015,None,N,Y,0,850-874,250/500,<20,55-59
2159808906,Theta,N,eQuote,202002,N,IN,46765,3,2015,2015,Auto Home,N,N,0,700-724,250/500,25-29,25-29
2159809134,Gamma,N,PLRATING,202002,N,IN,46725,94,2004,2013,Auto Home,N,Y,0,725-749,100/300,25-29,55-59
2159809289,Epsilon,N,eQuote,202002,N,IN,46168,30,2008,2009,Auto Home,N,Y,1,800-824,100/300,35-39,45-49
2159809540,Eta,N,PLRATING,202002,N,IN,46792,57,2013,2013,Auto Home,N,N,0,625-649,100/300,60-64,60-64
2159900446,Theta,N,eQuote,202002,N,IN,46815,3,2015,2018,Auto Home,N,Y,0,750-774,100/300,25-29,25-29
2159900649,Iota,N,eQuote,202002,N,IN,46517,29,2007,2007,None,N,N,0,800-824,100/300,25-29,25-29
2159900890,Gamma,N,PLRATING,202002,Y,IN,46818,3,2006,2006,None,N,N,0,600-624,100/300,25-29,25-29
2159901238,Theta,N,PLRATING,202002,N,IN,46040,52,2003,2012,Auto Home,N,Y,0,850-874,250/500,20-24,55-59
2159901554,Epsilon,N,PLRATING,202002,Y,IN,46049,80,2004,2004,None,N,N,0,525-549,100/300,55-59,55-59
2159901597,Delta,Y,PLRATING,202002,N,IN,46737,101,2015,2015,Auto Home,N,N,0,600-624,100/300,40-44,40-44
2159902410,Eta,N,PLRATING,202002,N,IN,46791,24,1999,2006,Auto Home,N,Y,0,775-799,100/300,30-34,30-34
2159903011,Beta,N,PLRATING,202002,N,IN,46725,94,2004,2008,Auto Home,N,Y,0,875-899,100/300,60-64,60-64
2159904902,Alpha,N,PLRATING,202002,Y,IN,46761,65,2000,2008,None,N,Y,0,600-624,100/300,60-64,60-64
2159905055,Alpha,N,PLRATING,202002,N,IN,46746,65,2019,2019,None,N,N,0,600-624,100/300,70-74,70-74
2159905209,Iota,N,PLRATING,202002,N,IN,47024,46,1998,2014,Auto Home,N,Y,0,650-674,100/300,20-24,55-59
2159906683,Iota,N,PLRATING,202002,N,IN,47012,46,1997,2008,Auto Home,N,Y,0,675-699,100/300,<20,55-59
2159907347,Beta,N,eQuote,202002,N,IN,46214,1,1997,2014,Auto Home,N,Y,0,825-849,100/300,25-29,50-54
2159908761,Delta,Y,PLRATING,202002,Y,IN,46825,3,1998,1998,Auto Home,N,N,0,875-899,100/300,55-59,55-59
2159909261,Iota,N,PLRATING,202002,N,IN,46133,93,2002,2011,None,N,Y,0,600-624,100/300,20-24,50-54
2159909356,Theta,N,PLRATING,202002,N,IN,46256,95,2004,2004,Auto Home,N,N,0,625-649,250/500,25-29,25-29
2159909507,Alpha,N,PLRATING,202002,N,IN,46746,65,2016,2016,None,N,N,0,825-849,100/300,60-64,60-64
2159909724,Iota,N,PLRATING,202002,N,IN,47012,46,2015,2018,None,N,Y,0,700-724,100/300,20-24,30-34
2160000462,Theta,N,eQuote,202002,N,IN,46815,3,2002,2013,Auto Home,N,Y,0,650-674,100/300,<20,35-39
2160000479,Theta,N,PLRATING,202002,N,IN,46032,51,2013,2018,Auto Home,N,Y,0,850-874,250/500,30-34,30-34
2160001119,Beta,N,PLRATING,202002,N,IN,46725,94,2009,2011,Auto Home,N,Y,0,750-774,250/500,20-24,45-49
2160001201,Theta,N,PLRATING,202002,Y,IN,46204,1,2003,2003,None,N,N,0,550-574,100/300,50-54,50-54
2160001313,Beta,N,PLRATING,202002,N,IN,46733,7,2001,2013,Auto Home,N,Y,0,700-724,100/300,25-29,55-59
2160002173,Iota,N,PLRATING,202002,N,IN,47012,46,2013,2014,None,N,Y,0,625-649,100/300,30-34,30-34
2160002520,Beta,N,PLRATING,202002,N,IN,47421,68,2013,2018,None,N,Y,0,825-849,250/500,70-74,70-74
2160003166,Iota,N,PLRATING,202002,Y,IN,47006,46,1999,2010,None,N,Y,0,800-824,100/300,50-54,55-59
2160004200,Alpha,N,PLRATING,202002,Y,IN,46761,65,1996,2005,None,N,Y,0,500-524,100/300,25-29,60-64
2160004379,Theta,Y,PLRATING,202002,N,IN,46208,1,2011,2014,Auto Home,N,Y,0,825-849,250/500,30-34,30-34
2160004464,Gamma,N,PLRATING,202002,N,IN,46723,94,1998,2013,Auto Home,N,Y,0,875-899,100/300,55-59,55-59
2160004530,Beta,N,PLRATING,202002,Y,IN,46902,34,2006,2006,None,N,N,0,525-549,100/300,35-39,35-39
2160004941,Beta,N,PLRATING,202002,N,IN,46750,57,2012,2013,None,N,Y,0,525-549,50/100,35-39,35-39
2160005272,Beta,N,PLRATING,202002,N,IN,47336,12,1998,2006,Auto Home,N,Y,0,450-474,100/300,35-39,35-39
2160005647,Theta,N,PLRATING,202002,N,IN,46259,95,2008,2008,None,N,N,0,475-499,250/500,45-49,45-49
2160005696,Alpha,Y,eQuote,202002,N,IN,46383,16,2015,2015,Auto Home,N,N,0,850-874,500/500,45-49,45-49
2160006554,Gamma,N,PLRATING,202002,N,IN,46835,3,2012,2012,Auto Home,N,N,0,625-649,100/300,20-24,20-24
2160006954,Beta,N,PLRATING,202002,N,IN,46845,3,2015,2015,Auto Home,N,N,0,850-874,250/500,70-74,70-74
2160007472,Beta,N,PLRATING,202002,N,IN,46614,4,1999,2010,Auto Home,N,Y,0,775-799,250/500,45-49,45-49
2160008408,Alpha,N,PLRATING,202002,N,IN,46795,65,2009,2015,Auto Home,N,Y,0,700-724,500/500,30-34,35-39
2160008471,Delta,N,PLRATING,202002,Y,IN,46755,84,2008,2008,Auto Home,N,N,2,No History,100/300,20-24,20-24
2160009016,Theta,N,PLRATING,202002,N,IN,46254,1,2009,2009,Auto Home,N,N,0,525-549,250/500,60-64,75-79
2160100421,Alpha,N,eQuote,202002,N,IN,46517,29,2008,2008,None,N,N,0,550-574,50/100,30-34,30-34
2160100448,Alpha,N,eQuote,202002,N,IN,46804,3,2009,2009,Auto Home,N,N,0,475-499,250/500,25-29,25-29
2160100596,Beta,N,PLRATING,202002,N,IN,47462,68,2005,2015,None,N,Y,0,725-749,100/300,70-74,75-79
2160101237,Beta,N,eQuote,202002,N,IN,46214,1,2002,2002,Auto Home,N,Y,1,650-674,50/100,45-49,45-49
2160103132,Alpha,N,eQuote,202002,N,IN,46818,3,2016,2016,None,N,N,0,700-724,250/500,40-44,60-64
2160103310,Beta,N,eQuote,202002,N,IN,46123,30,2003,2003,Auto Home,N,N,0,475-499,50/100,30-34,30-34
2160103322,Delta,N,PLRATING,202002,N,IN,46710,84,2009,2009,None,N,N,0,650-674,100/300,25-29,25-29
2160104780,Gamma,N,PLRATING,202002,N,IN,46725,94,1997,2012,Auto Home,N,Y,0,800-824,300 CSL,70-74,70-74
2160105344,Theta,N,PLRATING,202002,N,IN,46220,1,2014,2014,None,N,N,0,750-774,250/500,35-39,40-44
2160107124,Alpha,N,eQuote,202002,N,IN,46825,3,2002,2012,Auto Home,N,Y,0,825-849,500 CSL,65-69,65-69
2160108016,Alpha,Y,eQuote,202002,Y,IN,46383,16,1998,1998,None,N,N,0,500-524,100/300,55-59,55-59
2160108127,Delta,N,PLRATING,202002,N,IN,46767,84,2009,2015,Auto Home,N,Y,0,500-524,100/300,50-54,60-64
2160108178,Beta,Y,PLRATING,202002,N,IN,46590,64,2011,2011,Auto Home,N,N,0,775-799,100/300,30-34,30-34
